,hash_id,model_name,config,r,config_str
35,c35d8f83895acf4b37e14f49e20b775d,a2c,"{'learning_rate': 1e-05, 'n_steps': 10, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': True, 'use_rms_prop': False, 'name': 'variant_8'}",0.0386956785731718,8367ba496a6df38f6532ffe6b2d1bb2a
36,03a2ba26fde21fc86bf12b4d78d4052d,ppo,"{'learning_rate': 1e-05, 'n_steps': 2048, 'batch_size': 128, 'gamma': 0.98, 'ent_coef': 1e-05, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_8'}",0.29076063729155877,8c2c3abd24de59766dc1dbe9eca02e63
37,0379f9f9438c2cb3c5b415881ebe174f,ddpg,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 1, 'action_noise': 'normal', 'name': 'variant_8'}",0.0,ff0c9fe0c504e49f5b718c94ec7a6e3b
38,7125d6b00f7ef0ba159e2bd783ea3be7,sac,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_8'}",0.0,394365c325924c3047cd2b1f05ccff54
39,c1fed32853f05bd9bb0969d254dfd4ff,td3,"{'learning_rate': 1e-05, 'batch_size': 64, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'ornstein_uhlenbeck', 'name': 'variant_8'}",0.0,a67abf7db6fc46b69fbe49763ac45f05
40,8ceca15711836ac76e0460bcd5ab69b7,a2c,"{'learning_rate': 1e-05, 'n_steps': 10, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': True, 'use_rms_prop': False, 'name': 'variant_9'}",0.13626815427565253,8367ba496a6df38f6532ffe6b2d1bb2a
41,db454d00938134f96415d6aaa7757aab,ppo,"{'learning_rate': 1e-05, 'n_steps': 2048, 'batch_size': 128, 'gamma': 0.98, 'ent_coef': 1e-05, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_9'}",0.21518177493411672,8c2c3abd24de59766dc1dbe9eca02e63
42,b6774edb5126b606f665789f318663aa,ddpg,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 1, 'action_noise': 'normal', 'name': 'variant_9'}",0.0,ff0c9fe0c504e49f5b718c94ec7a6e3b
43,35624637d40fed29e1b7fc43192d6e68,sac,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_9'}",0.0,394365c325924c3047cd2b1f05ccff54
44,6cde434f507f24015b0a2c6498e83140,td3,"{'learning_rate': 1e-05, 'batch_size': 64, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'ornstein_uhlenbeck', 'name': 'variant_9'}",0.508573680553591,a67abf7db6fc46b69fbe49763ac45f05
45,3ba287c6e679121a529573bfab37dba8,a2c,"{'learning_rate': 1e-05, 'n_steps': 10, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': True, 'use_rms_prop': False, 'name': 'variant_10'}",0.129924712342538,8367ba496a6df38f6532ffe6b2d1bb2a
46,314281963b277c9dd591ffab7b3f5aa9,ppo,"{'learning_rate': 1e-05, 'n_steps': 2048, 'batch_size': 128, 'gamma': 0.98, 'ent_coef': 1e-05, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_10'}",0.18734585713616214,8c2c3abd24de59766dc1dbe9eca02e63
47,cc9edda3ebb8fcdeb398e89fa7ed4e2c,ddpg,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 1, 'action_noise': 'normal', 'name': 'variant_10'}",0.0,ff0c9fe0c504e49f5b718c94ec7a6e3b
48,5cacc963ffa5595cf7007072d5c31681,sac,"{'learning_rate': 0.0001, 'batch_size': 128, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_10'}",0.0,394365c325924c3047cd2b1f05ccff54
49,d9e42296cc4293e2bc923bf023c5dad9,td3,"{'learning_rate': 1e-05, 'batch_size': 64, 'buffer_size': 1000000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 10, 'action_noise': 'ornstein_uhlenbeck', 'name': 'variant_10'}",0.0,a67abf7db6fc46b69fbe49763ac45f05
50,cf4073efc79463b045a17286181c3afe,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_1'}",-0.012347238223321955,4fd6ccc389f1fe7b023d3ca2bc7019a6
51,665e3976a7261c3be7b37d5d86bbf0ce,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_1'}",0.19582099055845048,f70e5bf4c4ce997b255b2234867dd659
52,5e512aa39ccb159612fbe73ad8176f0c,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_1'}",0.508573680553591,e5434f0eef75665da73da258f633d8df
53,5a4a175ee1bb02824c6f5859d8e7db58,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_1'}",0.0,696662c507b0bf77607d3fbec612e079
54,e72b3d94fe068e523dad7e7a32f12d38,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_1'}",0.0,3164a7a3091a6f1d7f18a477441bc1cf
55,9975e4c4064a1b3af8cb83375c00fbba,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_2'}",0.11342028722451447,4fd6ccc389f1fe7b023d3ca2bc7019a6
56,e23fbd19474ff2cea004e5f99c566bdf,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_2'}",0.46563584913208644,f70e5bf4c4ce997b255b2234867dd659
57,8e6e8b2373595bf569c0e6de2cc2538b,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_2'}",0.0,e5434f0eef75665da73da258f633d8df
58,0ecc96ba129d97bc2a25d168b124e00b,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_2'}",0.0,696662c507b0bf77607d3fbec612e079
59,3602388cf9b5ee620de6140e3da2ed2d,td3,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.005, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_2'}",0.0,3164a7a3091a6f1d7f18a477441bc1cf
60,f9e82d46f78fdeec698fe91325fc0548,a2c,"{'learning_rate': 1e-05, 'n_steps': 5, 'gamma': 0.99, 'ent_coef': 0.005, 'normalize_advantage': False, 'use_rms_prop': True, 'name': 'variant_3'}",0.050193027899302134,4fd6ccc389f1fe7b023d3ca2bc7019a6
61,85e891251465946866a9ad27b1ba6266,ppo,"{'learning_rate': 0.0001, 'n_steps': 1024, 'batch_size': 128, 'gamma': 0.99, 'ent_coef': 0.001, 'clip_range': 0.3, 'gae_lambda': 0.95, 'name': 'variant_3'}",0.35984622049277704,f70e5bf4c4ce997b255b2234867dd659
62,6954a8b80c7c8dd277dc3ac5fe6de694,ddpg,"{'learning_rate': 0.001, 'batch_size': 64, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.99, 'train_freq': 10, 'action_noise': 'normal', 'name': 'variant_3'}",0.508573680553591,e5434f0eef75665da73da258f633d8df
63,057b84c08b57e3affdce9dc5acec4cca,sac,"{'learning_rate': 0.001, 'batch_size': 128, 'buffer_size': 100000, 'tau': 0.01, 'gamma': 0.98, 'train_freq': 1, 'ent_coef': 'auto', 'name': 'variant_3'}",0.508573680553591,696662c507b0bf77607d3fbec612e079
