account_value,date,daily_return
936854.0704650879,2024-07-19,
936805.6215337754,2024-07-22,-5.1714490911569655e-05
936812.2195261002,2024-07-23,7.0430750769290285e-06
936711.8132628441,2024-07-24,-0.00010717864387688181
935938.4405222893,2024-07-25,-0.0008256250530896958
935933.7205222129,2024-07-26,-5.0430668001588685e-06
935929.599548912,2024-07-29,-4.403061039992551e-06
935898.4814344406,2024-07-30,-3.324834954088196e-05
935846.3784115791,2024-07-31,-5.567166086395403e-05
935845.2924116134,2024-08-01,-1.160446832626505e-06
935689.2066786765,2024-08-02,-0.00016678582902807104
935683.9316785812,2024-08-05,-5.637555779980374e-06
935683.9316785812,2024-08-06,0.0
935688.9527205466,2024-08-07,5.3661731227450105e-06
935677.9676823615,2024-08-08,-1.1740053308506582e-05
935760.9876022338,2024-08-09,8.872702226581097e-05
935767.9797853469,2024-08-12,7.472189165635967e-06
935676.9696327208,2024-08-13,-9.72571776253206e-05
935819.977495384,2024-08-14,0.00015283892551010148
935965.9615221022,2024-08-15,0.00015599584346226436
935988.9243084906,2024-08-16,2.4533783633540196e-05
936131.8850295065,2024-08-19,0.00015273762039602623
936270.828419113,2024-08-20,0.00014842287911398522
936423.758796787,2024-08-21,0.00016333989379146985
936434.6750714299,2024-08-22,1.1657408881760034e-05
936602.5889803884,2024-08-23,0.00017931193005593649
937077.4911940572,2024-08-26,0.0005070477268120932
936776.35948019,2024-08-27,-0.00032135198710570023
936743.2482736584,2024-08-28,-3.534590320997122e-05
936606.13840332,2024-08-29,-0.0001463686774270112
936839.034892654,2024-08-30,0.00024866000742962413
936704.9204725262,2024-09-03,-0.00014315631088446246
936523.8121673581,2024-09-04,-0.00019334616612964872
936711.7134878156,2024-09-05,0.0002006369918374773
936050.6050682066,2024-09-06,-0.0007057757579943535
935658.5268927572,2024-09-09,-0.00041886429358251043
935369.4661674497,2024-09-10,-0.00030893826860889373
934918.418788719,2024-09-11,-0.0004822130666493063
935151.3857058523,2024-09-12,0.0002491842201965966
935906.3475598333,2024-09-13,0.0008073151208680684
936073.2780644415,2024-09-16,0.00017836240243851442
936507.2057238577,2024-09-17,0.0004635616351675864
936626.1166093824,2024-09-18,0.000126972739556086
937524.0234910963,2024-09-19,0.0009586609489007358
936370.8995379446,2024-09-20,-0.0012299673653778376
936303.815174484,2024-09-23,-7.164293923878073e-05
936744.7315635679,2024-09-24,0.0004709116655705614
935413.634162998,2024-09-25,-0.0014209819983168614
935304.5761242864,2024-09-26,-0.00011658803627456749
936339.5191362378,2024-09-27,0.0011065304697213119
934970.4328168866,2024-09-30,-0.001462168680666398
935905.387643623,2024-10-01,0.0009999833084770593
935944.3127444264,2024-10-02,4.1590850226258524e-05
934631.2409956929,2024-10-03,-0.0014029379001013753
935386.2012774465,2024-10-04,0.0008077627289124756
935213.1424414632,2024-10-07,-0.00018501324452613321
934992.0866022108,2024-10-08,-0.00023636947474381387
934946.0355722425,2024-10-09,-4.925285532164647e-05
935358.9872741697,2024-10-10,0.00044168506653385897
935639.9312463758,2024-10-11,0.00030035951546780737
