account_value,date,daily_return
912984.3567478874,2024-05-15,
910728.7936694172,2024-05-16,-0.002470538582396653
911179.4389223811,2024-05-17,0.0004948182775119658
906537.06592039,2024-05-20,-0.00509490535418744
900778.6051867226,2024-05-21,-0.006352151445479959
903021.0647880047,2024-05-22,0.0024894680983429396
903101.2247128895,2024-05-23,8.87686101802565e-05
893070.4032292775,2024-05-24,-0.011107084354581631
894523.6355386189,2024-05-28,0.0016272315195831055
882389.781328719,2024-05-29,-0.013564598773953884
885327.2167854775,2024-05-30,0.003328954526575778
902887.0055632332,2024-05-31,0.019834235799858657
895025.9118938148,2024-06-03,-0.008706619566990592
887919.3540759532,2024-06-04,-0.007940058185382126
897259.9658480939,2024-06-05,0.010519662319852463
898181.1168578708,2024-06-06,0.0010266266687897208
900025.4787865856,2024-06-07,0.0020534409976986634
897249.9615517834,2024-06-10,-0.0030838207364353165
900833.2565823772,2024-06-11,0.003993641888149657
912693.3249627331,2024-06-12,0.01316566444865841
911073.0205575207,2024-06-13,-0.001775299940183661
905422.0279599407,2024-06-14,-0.006202568257505758
906133.8945122936,2024-06-17,0.0007862262352473781
915510.4058629253,2024-06-18,0.010347821009033531
915147.5356637219,2024-06-20,-0.00039635835581952605
921499.1299248913,2024-06-21,0.006940513975774332
922113.7622777203,2024-06-24,0.0006669917885642196
923719.3093548992,2024-06-25,0.001741159434832662
916312.9684354046,2024-06-26,-0.008017956152358674
923396.6580296734,2024-06-27,0.00773064426487835
924967.819721339,2024-06-28,0.001701502467009286
920371.0522881725,2024-07-01,-0.004969651197758829
912116.308324931,2024-07-02,-0.008968930457687763
924636.4855328777,2024-07-03,0.013726513925553574
922447.2096043804,2024-07-05,-0.0023677152727059614
928525.1818143108,2024-07-08,0.006588964817333176
929789.2823792675,2024-07-09,0.0013614068737335394
929395.119003413,2024-07-10,-0.0004239276396538205
934815.8155442455,2024-07-11,0.005832499471963182
935179.3608361462,2024-07-12,0.0003888951019608289
932099.119381068,2024-07-15,-0.003293744049616354
931160.3621846416,2024-07-16,-0.0010071430998129793
933041.6620198467,2024-07-17,0.002020382215144112
935134.3394643047,2024-07-18,0.0022428553082267655
926841.9190694073,2024-07-19,-0.008867624730418688
935075.4063855389,2024-07-22,0.008883378218799587
933982.287180064,2024-07-23,-0.0011690171701769225
925605.28984463,2024-07-24,-0.008969117991226905
916412.0772343853,2024-07-25,-0.009932108978966459
915672.1913472393,2024-07-26,-0.000807372475250312
928880.967983363,2024-07-29,0.01442522418059844
925832.8349400738,2024-07-30,-0.0032815109237374074
934647.4563695171,2024-07-31,0.009520748343316177
929384.8522206524,2024-08-01,-0.005630576655401676
906789.3797990063,2024-08-02,-0.024312288249218827
905882.597028128,2024-08-05,-0.0009999927117356755
935687.3022082982,2024-08-06,0.0329012890610203
947437.252276772,2024-08-07,0.012557560673039925
931915.6814263997,2024-08-08,-0.016382690054747906
948732.1089175878,2024-08-09,0.01804500967882494
957164.3301719365,2024-08-12,0.008887884340679886
963162.0769962011,2024-08-13,0.006266162073953474
977529.5593551336,2024-08-14,0.01491699341375674
