account_value,date,daily_return
1000000.0,2024-02-14,
1009544.2251287692,2024-02-15,0.00954422512876918
1014328.1981209185,2024-02-16,0.004738745339798456
1001444.4428593066,2024-02-20,-0.012701761900615116
998003.3939947893,2024-02-21,-0.0034360856351576263
1013389.1121430704,2024-02-22,0.015416498822409253
1015506.4421626361,2024-02-23,0.002089355405731519
1010306.044162825,2024-02-26,-0.005120989669682663
1012402.9207496865,2024-02-27,0.002075486531013526
1005073.8012117313,2024-02-28,-0.007239330693088131
1003648.0777597469,2024-02-29,-0.0014185261323750309
1001122.7693670295,2024-03-01,-0.002516129357168828
1000121.6569667544,2024-03-04,-0.0009999896425372246
989512.2336721454,2024-03-05,-0.010608132741356746
987585.5469089494,2024-03-06,-0.001947107572430884
990300.132008822,2024-03-07,0.002748708816536549
994947.979574164,2024-03-08,0.004693372660583117
982223.2656174779,2024-03-11,-0.012789325892326842
978518.0506107137,2024-03-12,-0.0037722737146069774
984854.0933921258,2024-03-13,0.006475141442161103
990552.2304996173,2024-03-14,0.005785767806341102
966621.1456545187,2024-03-15,-0.024159336689422384
969287.8975097148,2024-03-18,0.002758838731373281
963189.4276847637,2024-03-19,-0.006291701196950106
974570.8909779041,2024-03-20,0.011816432952859834
988736.1293740261,2024-03-21,0.014534846594800532
991385.9371489045,2024-03-22,0.0026799948906044424
985598.0389336259,2024-03-25,-0.0058381887400217325
985138.3506758201,2024-03-26,-0.0004664054103670212
986438.9736021812,2024-03-27,0.0013202439286510437
979478.332794503,2024-03-28,-0.007056331910994973
976543.2645917671,2024-04-01,-0.0029965626644971044
963335.825800185,2024-04-02,-0.013524683719060127
955070.756756831,2024-04-03,-0.008579634247993129
971955.8803070381,2024-04-04,0.01767944775897501
952879.7935162475,2024-04-05,-0.01962649455319354
961000.283428357,2024-04-08,0.008522050700795925
966092.7793098477,2024-04-09,0.005299161685284215
953824.1336416091,2024-04-10,-0.012699241657724625
956915.7516494254,2024-04-11,0.003241287254929004
949675.8164880294,2024-04-12,-0.007565906558562263
947720.8069276189,2024-04-15,-0.0020586072915285136
925991.4875713798,2024-04-16,-0.02292797540942748
929401.935502823,2024-04-17,0.0036830229837079287
922933.3381250611,2024-04-18,-0.006959956861142369
914776.4671878243,2024-04-19,-0.008837984933784626
913791.5097384197,2024-04-22,-0.0010767192693889038
915934.2438873654,2024-04-23,0.002344882969594675
932725.9515090401,2024-04-24,0.01833287458541566
921725.5014084236,2024-04-25,-0.011793871589848015
923144.7863165543,2024-04-26,0.001539812998514245
931801.3833049195,2024-04-29,0.009377290666295002
931433.3424919826,2024-04-30,-0.0003949777490471762
905990.9048665707,2024-05-01,-0.027315360600408067
912459.1467824929,2024-05-02,0.007139411534020645
927901.8637916062,2024-05-03,0.016924283200587364
934576.0145150062,2024-05-06,0.00719273339545623
937143.7850516464,2024-05-07,0.0027475245424233297
929671.2210996774,2024-05-08,-0.007973764614527368
932970.9747895959,2024-05-09,0.0035493770432253324
940303.9752242273,2024-05-10,0.007859837693541483
945722.1389761699,2024-05-13,0.005762140642498581
936943.344423837,2024-05-14,-0.009282636189353322
