account_value,date,daily_return
1000000.0,2024-02-14,
1009353.6848801461,2024-02-15,0.009353684880146096
1010613.7057804833,2024-02-16,0.0012483442813080448
995692.6127913742,2024-02-20,-0.014764388117600058
995912.5814849702,2024-02-21,0.00022092028279629972
1010036.2235619698,2024-02-22,0.014181608245113608
1001064.3137657528,2024-02-23,-0.008882760426726977
988187.960905263,2024-02-26,-0.012862662951246606
986621.738831792,2024-02-27,-0.0015849434879131596
977756.2852926265,2024-02-28,-0.008985666127388048
979496.9180900546,2024-02-29,0.0017802317649200372
974385.6905164539,2024-03-01,-0.005218217106356171
973411.3070867246,2024-03-04,-0.0009999976797820942
966807.5301876577,2024-03-05,-0.006784158814459373
958008.9276472372,2024-03-06,-0.009100676469403046
961710.0340092997,2024-03-07,0.003863331807514525
964467.0483512568,2024-03-08,0.00286678338008306
958338.2846102556,2024-03-11,-0.006354560014754429
962872.0205487686,2024-03-12,0.004730830450289991
964763.2265443816,2024-03-13,0.001964130180597712
969414.9181281448,2024-03-14,0.0048215888165894505
959204.599084641,2024-03-15,-0.010532455043315236
950021.1044211736,2024-03-18,-0.009574072801810107
945221.7536810652,2024-03-19,-0.005051835920037329
955723.392262547,2024-03-20,0.011110237931558853
970285.0015113053,2024-03-21,0.015236217263957075
976195.4152008101,2024-03-22,0.006091420232507749
971116.993240416,2024-03-25,-0.005202259589950353
966768.7210477892,2024-03-26,-0.004477598706328467
971215.2878141885,2024-03-27,0.004599411078980875
969054.9373349214,2024-03-28,-0.00222437857638047
966193.0377332331,2024-04-01,-0.0029532893249160086
950299.49190651,2024-04-02,-0.016449658821813373
948660.1176089178,2024-04-03,-0.0017251133053888257
955909.4303927073,2024-04-04,0.007641633340781162
934111.9983146893,2024-04-05,-0.022802821465066292
946918.1601041714,2024-04-08,0.013709450058008832
948326.7024690815,2024-04-09,0.0014875016915454342
931968.2617307411,2024-04-10,-0.017249794501988824
939788.6423501489,2024-04-11,0.00839125208500624
932283.565765783,2024-04-12,-0.00798591964848372
938012.3266855465,2024-04-15,0.006144869576305334
911290.2560454041,2024-04-16,-0.028487973856979543
918897.1053517625,2024-04-17,0.008347339671301635
915640.6746779734,2024-04-18,-0.0035438469169434272
906508.933211252,2024-04-19,-0.009973062271324884
906110.7474288538,2024-04-22,-0.0004392519122649041
911818.8573340127,2024-04-23,0.006299572012975263
914076.4050911195,2024-04-24,0.002475873073855217
897866.341231405,2024-04-25,-0.01773381718358491
898018.3911348761,2024-04-26,0.00016934581071659238
904722.5234043996,2024-04-29,0.007465473241646148
900958.295986984,2024-04-30,-0.004160642981730023
887810.4724460408,2024-05-01,-0.014593154421803756
889282.7637051255,2024-05-02,0.0016583395947429302
907594.3039933374,2024-05-03,0.020591358604453713
903508.4535755975,2024-05-06,-0.004501846694897171
902798.2221929338,2024-05-07,-0.0007860816131304293
902006.1444381464,2024-05-08,-0.0008773585673035322
903249.6890899427,2024-05-09,0.0013786432159739181
907124.3942481773,2024-05-10,0.004289738712380364
910862.2565063713,2024-05-13,0.004120561944860768
906962.2003281334,2024-05-14,-0.004281718943099699
